case_caseNumber,case_caseSectors_code,case_caseSectors_label,case_caseSectors_code_level1,case_caseSectors_code_level2,case_caseSectors_code_level3,has_keyword_hit
M.1656,NaceSectorsC_22_2_2,C.22.22 - Manufacture of plastic packing goods,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22_2,0
M.1659,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.166,NaceSectorsC_17_1,"C.17.1 - Manufacture of pulp, paper and paperboard",NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.1660,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.1661,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.1663,NaceSectorsC_24_4_2,C.24.42 - Aluminium production,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.1669,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.167,NaceSectorsF_41_2_0,F.41.20 - Construction of residential and non-residential buildings,NaceSectorsF,NaceSectorsF_41,NaceSectorsF_41_2,0
M.1670,NaceSectorsE_36_0_0,"E.36.00 - Water collection, treatment and supply",NaceSectorsE,NaceSectorsE_36,NaceSectorsE_36_0,0
M.1670,NaceSectorsF_41,F.41 - Construction of buildings,NaceSectorsF,NaceSectorsF_41,NaceSectorsF_41,0
M.1671,NaceSectorsC_20_1,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,1
M.1672,NaceSectorsC_30_9_1,C.30.91 - Manufacture of motorcycles,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.1673,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,1
M.1673,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,1
M.1674,NaceSectorsH_52_2_4,H.52.24 - Cargo handling,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.1675,NaceSectorsC_10,C.10 - Manufacture of food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10,1
M.1677,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1679,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.168,NaceSectorsE_38_3,E.38.3 - Materials recovery,NaceSectorsE,NaceSectorsE_38,NaceSectorsE_38_3,0
M.1681,NaceSectorsM_75_0_0,M.75.00 - Veterinary activities,NaceSectorsM,NaceSectorsM_75,NaceSectorsM_75_0,0
M.1682,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.1683,NaceSectorsC_11_0_7,C.11.07 - Manufacture of soft drinks; production of mineral waters and other bottled waters,NaceSectorsC,NaceSectorsC_11,NaceSectorsC_11_0,0
M.1684,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,1
M.1686,NaceSectorsG_45_1,G.45.1 - Sale of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_1,0
M.1687,NaceSectorsN_78_1_0,N.78.10 - Activities of employment placement agencies,NaceSectorsN,NaceSectorsN_78,NaceSectorsN_78_1,0
M.1689,NaceSectorsC_10_5_2,C.10.52 - Manufacture of ice cream,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_5,0
M.1691,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.1693,NaceSectorsC_24_4_2,C.24.42 - Aluminium production,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.1694,NaceSectorsC_28_2_9,C.28.29 - Manufacture of other general-purpose machinery n.e.c.,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_2,0
M.1696,NaceSectorsH_51,H.51 - Air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51,0
M.1697,NaceSectorsC_30_9_1,C.30.91 - Manufacture of motorcycles,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.1698,NaceSectorsG_46,"G.46 - Wholesale trade, except of motor vehicles and motorcycles",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46,0
M.1699,NaceSectorsG_46,"G.46 - Wholesale trade, except of motor vehicles and motorcycles",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46,0
M.17,NaceSectorsC_30_3,C.30.3 - Manufacture of air and spacecraft and related machinery,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_3,0
M.1701,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1702,NaceSectorsN_78_1_0,N.78.10 - Activities of employment placement agencies,NaceSectorsN,NaceSectorsN_78,NaceSectorsN_78_1,0
M.1703,NaceSectorsB_7_2_9,B.07.29 - Mining of other non-ferrous metal ores,NaceSectorsB,NaceSectorsB_7,NaceSectorsB_7_2,0
M.1703,NaceSectorsC_24_4,C.24.4 - Manufacture of basic precious and other non-ferrous metals,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.1707,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.1708,NaceSectorsG_47_5_9,"G.47.59 - Retail sale of furniture, lighting equipment and other household articles in specialised stores",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_5,0
M.1709,NaceSectorsC_30_1_1,C.30.11 - Building of ships and floating structures,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_1,0
M.1710,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.1711,NaceSectorsC_26_5_1,"C.26.51 - Manufacture of instruments and appliances for measuring, testing and navigation",NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_5,0
M.1711,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1712,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.1714,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.1715,NaceSectorsC_24_4_2,C.24.42 - Aluminium production,NaceSectorsC,NaceSectorsC_24,NaceSectorsC_24_4,0
M.1716,NaceSectorsG_46_4_6,G.46.46 - Wholesale of pharmaceutical goods,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.1717,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1719,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.1720,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.1723,NaceSectorsC_27_5,C.27.5 - Manufacture of domestic appliances,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_5,0
M.1723,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1728,NaceSectorsC_17_1_2,C.17.12 - Manufacture of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.1735,NaceSectorsC_12_0_0,C.12.00 - Manufacture of tobacco products,NaceSectorsC,NaceSectorsC_12,NaceSectorsC_12_0,0
M.1736,NaceSectorsC_28_9_5,C.28.95 - Manufacture of machinery for paper and paperboard production,NaceSectorsC,NaceSectorsC_28,NaceSectorsC_28_9,0
M.1739,NaceSectorsN_77,N.77 - Rental and leasing activities,NaceSectorsN,NaceSectorsN_77,NaceSectorsN_77,0
M.1740,NaceSectorsC_10,C.10 - Manufacture of food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10,0
M.1741,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,1
M.1742,NaceSectorsC_20_3_0,"C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_3,0
M.1744,NaceSectorsC_30_1,C.30.1 - Building of ships and boats,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_1,0
M.1745,NaceSectorsC_25_4,C.25.4 - Manufacture of weapons and ammunition,NaceSectorsC,NaceSectorsC_25,NaceSectorsC_25_4,0
M.1745,NaceSectorsC_30_3,C.30.3 - Manufacture of air and spacecraft and related machinery,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_3,0
M.1745,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1747,NaceSectorsG_47_5_4,G.47.54 - Retail sale of electrical household appliances in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_5,0
M.1747,NaceSectorsG_47_6,G.47.6 - Retail sale of cultural and recreation goods in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_6,0
M.1747,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1748,NaceSectorsC_20_1,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.1751,NaceSectorsC_20_1,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,1
M.1754,NaceSectorsC_30_9_1,C.30.91 - Manufacture of motorcycles,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.1755,NaceSectorsC_13,C.13 - Manufacture of textiles,NaceSectorsC,NaceSectorsC_13,NaceSectorsC_13,0
M.1755,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.1759,NaceSectorsC_23_5_1,C.23.51 - Manufacture of cement,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_5,0
M.176,NaceSectorsJ_60_2,J.60.2 - Television programming and broadcasting activities,NaceSectorsJ,NaceSectorsJ_60,NaceSectorsJ_60_2,0
M.1760,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1761,NaceSectorsG_45_1,G.45.1 - Sale of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_1,0
M.1763,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.1764,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.1765,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.1767,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1768,NaceSectorsH_49_3,H.49.3 - Other passenger land transport,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49_3,0
M.1771,NaceSectorsK_66,K.66 - Activities auxiliary to financial services and insurance activities,NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66,0
M.1772,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1773,NaceSectorsG_46_7,G.46.7 - Other specialised wholesale,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.1774,NaceSectorsG_47_3_0,G.47.30 - Retail sale of automotive fuel in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_3,0
M.1774,NaceSectorsK_66_1,"K.66.1 - Activities auxiliary to financial services, except insurance and pension funding",NaceSectorsK,NaceSectorsK_66,NaceSectorsK_66_1,0
M.1775,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1777,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.1778,NaceSectorsC_22,C.22 - Manufacture of rubber and plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22,0
M.1778,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.1779,NaceSectorsB_8_1_1,"B.08.11 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",NaceSectorsB,NaceSectorsB_8,NaceSectorsB_8_1,0
M.1779,NaceSectorsC_23_6,"C.23.6 - Manufacture of articles of concrete, cement and plaster",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_6,0
M.178,NaceSectorsC_30_3,C.30.3 - Manufacture of air and spacecraft and related machinery,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_3,0
M.1780,NaceSectorsC_14,C.14 - Manufacture of wearing apparel,NaceSectorsC,NaceSectorsC_14,NaceSectorsC_14,0
M.1781,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1782,NaceSectorsC_21_2_0,C.21.20 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.1783,NaceSectorsC_30_9_9,C.30.99 - Manufacture of other transport equipment n.e.c.,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.1784,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1786,NaceSectorsC_30_3,C.30.3 - Manufacture of air and spacecraft and related machinery,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_3,0
M.1787,NaceSectorsG_47,"G.47 - Retail trade, except of motor vehicles and motorcycles",NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47,0
M.1789,NaceSectorsC_29_3_2,C.29.32 - Manufacture of other parts and accessories for motor vehicles,NaceSectorsC,NaceSectorsC_29,NaceSectorsC_29_3,0
M.179,NaceSectorsG_47_1,G.47.1 - Retail sale in non-specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_1,0
M.1790,NaceSectorsJ_62_0,"J.62.0 - Computer programming, consultancy and related activities",NaceSectorsJ,NaceSectorsJ_62,NaceSectorsJ_62_0,0
M.1791,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1792,NaceSectorsC_17_2_1,C.17.21 - Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_2,0
M.1793,NaceSectorsC_27_1_1,"C.27.11 - Manufacture of electric motors, generators and transformers",NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_1,0
M.1793,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1794,NaceSectorsH_52_1,H.52.1 - Warehousing and storage,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_1,0
M.1794,NaceSectorsH_52_2_1,H.52.21 - Service activities incidental to land transportation,NaceSectorsH,NaceSectorsH_52,NaceSectorsH_52_2,0
M.1795,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,1
M.1796,NaceSectorsC_20_1,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_1,0
M.1797,NaceSectorsO_84_2_2,O.84.22 - Defence activities,NaceSectorsO,NaceSectorsO_84,NaceSectorsO_84_2,0
M.1799,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.18,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.180,NaceSectorsC_23_3_2,"C.23.32 - Manufacture of bricks, tiles and construction products, in baked clay",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_3,0
M.180,NaceSectorsC_23_6,"C.23.6 - Manufacture of articles of concrete, cement and plaster",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_6,0
M.1800,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1801,NaceSectorsC_17_1_2,C.17.12 - Manufacture of paper and paperboard,NaceSectorsC,NaceSectorsC_17,NaceSectorsC_17_1,0
M.1802,NaceSectorsC_10,C.10 - Manufacture of food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10,1
M.1803,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.1805,NaceSectorsH_49,H.49 - Land transport and transport via pipelines,NaceSectorsH,NaceSectorsH_49,NaceSectorsH_49,0
M.1806,NaceSectorsC_20_2_0,C.20.20 - Manufacture of pesticides and other agrochemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_2,1
M.1807,NaceSectorsG_47_7_8,G.47.78 - Other retail sale of new goods in specialised stores,NaceSectorsG,NaceSectorsG_47,NaceSectorsG_47_7,0
M.1810,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1810,NaceSectorsN_77_1_1,N.77.11 - Rental and leasing of cars and light motor vehicles,NaceSectorsN,NaceSectorsN_77,NaceSectorsN_77_1,0
M.1812,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1813,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,1
M.1814,NaceSectorsC_22,C.22 - Manufacture of rubber and plastic products,NaceSectorsC,NaceSectorsC_22,NaceSectorsC_22,0
M.1816,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.1817,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.182,NaceSectorsG_45_1,G.45.1 - Sale of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_1,0
M.1820,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.1821,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1822,NaceSectorsC_19_2_0,C.19.20 - Manufacture of refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19_2,0
M.1825,NaceSectorsG_45_1,G.45.1 - Sale of motor vehicles,NaceSectorsG,NaceSectorsG_45,NaceSectorsG_45_1,0
M.1826,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.1827,NaceSectorsC_23_6,"C.23.6 - Manufacture of articles of concrete, cement and plaster",NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_6,0
M.1829,NaceSectorsC_10,C.10 - Manufacture of food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10,0
M.183,NaceSectorsK_65,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security",NaceSectorsK,NaceSectorsK_65,NaceSectorsK_65,0
M.1830,NaceSectorsC_10,C.10 - Manufacture of food products,NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10,0
M.1830,NaceSectorsC_10_2_0,"C.10.20 - Processing and preserving of fish, crustaceans and molluscs",NaceSectorsC,NaceSectorsC_10,NaceSectorsC_10_2,0
M.1831,NaceSectorsC_20,C.20 - Manufacture of chemicals and chemical products,NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20,0
M.1832,NaceSectorsG_46,"G.46 - Wholesale trade, except of motor vehicles and motorcycles",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46,0
M.1835,NaceSectorsC_21_2_0,C.21.20 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,0
M.1836,NaceSectorsC_27_9_0,C.27.90 - Manufacture of other electrical equipment,NaceSectorsC,NaceSectorsC_27,NaceSectorsC_27_9,0
M.1838,NaceSectorsJ_61,J.61 - Telecommunications,NaceSectorsJ,NaceSectorsJ_61,NaceSectorsJ_61,0
M.1839,NaceSectorsG_46_7_3,"G.46.73 - Wholesale of wood, construction materials and sanitary equipment",NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_7,0
M.184,NaceSectorsC_11_0,C.11.0 - Manufacture of beverages,NaceSectorsC,NaceSectorsC_11,NaceSectorsC_11_0,0
M.1840,NaceSectorsC_26_3,C.26.3 - Manufacture of communication equipment,NaceSectorsC,NaceSectorsC_26,NaceSectorsC_26_3,0
M.1841,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1842,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,0
M.1846,NaceSectorsC_21_2_0,C.21.20 - Manufacture of pharmaceutical preparations,NaceSectorsC,NaceSectorsC_21,NaceSectorsC_21_2,1
M.1847,NaceSectorsC_30_9_1,C.30.91 - Manufacture of motorcycles,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.1848,NaceSectorsG_46_4_2,G.46.42 - Wholesale of clothing and footwear,NaceSectorsG,NaceSectorsG_46,NaceSectorsG_46_4,0
M.1849,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1852,NaceSectorsR_93_2_9,R.93.29 - Other amusement and recreation activities,NaceSectorsR,NaceSectorsR_93,NaceSectorsR_93_2,0
M.1853,NaceSectorsD_35_1,"D.35.1 - Electric power generation, transmission and distribution",NaceSectorsD,NaceSectorsD_35,NaceSectorsD_35_1,1
M.1854,NaceSectorsC_33_2_0,C.33.20 - Installation of industrial machinery and equipment,NaceSectorsC,NaceSectorsC_33,NaceSectorsC_33_2,0
M.1855,NaceSectorsH_51_1_0,H.51.10 - Passenger air transport,NaceSectorsH,NaceSectorsH_51,NaceSectorsH_51_1,1
M.1856,NaceSectorsK_64,"K.64 - Financial service activities, except insurance and pension funding",NaceSectorsK,NaceSectorsK_64,NaceSectorsK_64,0
M.1859,NaceSectorsC_19,C.19 - Manufacture of coke and refined petroleum products,NaceSectorsC,NaceSectorsC_19,NaceSectorsC_19,0
M.186,NaceSectorsC_20_4,"C.20.4 - Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",NaceSectorsC,NaceSectorsC_20,NaceSectorsC_20_4,0
M.1861,NaceSectorsC_30_9_1,C.30.91 - Manufacture of motorcycles,NaceSectorsC,NaceSectorsC_30,NaceSectorsC_30_9,0
M.1862,NaceSectorsC_23_9_9,C.23.99 - Manufacture of other non-metallic mineral products n.e.c.,NaceSectorsC,NaceSectorsC_23,NaceSectorsC_23_9,0
